fixed acidity,volatile acidity,citric acid,chlorides,total sulfur dioxide,density,pH,sulphates,alcohol,quality
0.24545454545454554,0.226027397260274,0.36,0.06932409012131716,0.28621908127208484,0.567547723935391,0.46456692913385833,0.29940119760479045,0.36363636363636376,0
0.24545454545454554,0.226027397260274,0.36,0.06932409012131716,0.28621908127208484,0.567547723935391,0.46456692913385833,0.29940119760479045,0.36363636363636376,0
0.3818181818181819,0.33561643835616434,0.3,0.09358752166377815,0.1413427561837456,0.55286343612336,0.4094488188976375,0.10778443113772454,0.14545454545454573,0
0.2636363636363637,0.25342465753424653,0.2,0.5164644714038129,0.028268551236749116,0.4941262848751933,0.3700787401574801,0.3413173652694611,0.36363636363636376,0
0.3181818181818182,0.3698630136986301,0.22,0.06065857885615253,0.06007067137809187,0.4941262848751933,0.44094488188976344,0.5209580838323353,0.3272727272727276,0
0.2,0.3767123287671233,0.02,0.027729636048526865,0.0176678445229682,0.4500734214390576,0.5826771653543306,0.1137724550898204,0.18181818181818188,0
0.0,0.273972602739726,0.15,0.03466204506065858,0.20848056537102472,0.24449339207048126,0.9133858267716533,0.13772455089820365,0.8363636363636364,0
0.2818181818181819,0.5582191780821918,0.43,0.1386481802426343,0.38162544169611307,0.5088105726872243,0.40157480314960603,0.2395209580838323,0.1272727272727272,0
0.37272727272727274,0.11643835616438356,0.52,0.1369150779896014,0.10954063604240281,0.5014684287812088,0.40157480314960603,0.1497005988023952,0.18181818181818188,0
0.16363636363636375,0.1917808219178082,0.23,0.05545927209705373,0.021201413427561835,0.42070484581498135,0.47244094488188937,0.13772455089820365,0.1272727272727272,0
0.09090909090909088,0.13013698630136986,0.37,0.06932409012131716,0.31802120141342755,0.3913362701908909,0.4566929133858264,0.1497005988023952,0.1272727272727272,0
0.3818181818181819,0.3698630136986301,0.26,0.06932409012131716,0.06007067137809187,0.516152716593254,0.3228346456692912,0.24550898203592816,0.1272727272727272,0
0.18181818181818182,0.273972602739726,0.04,0.06065857885615253,0.03180212014134276,0.40602055800295034,0.5196850393700787,0.17964071856287425,0.1636363636363638,0
0.18181818181818182,0.2602739726027397,0.04,0.058925476603119586,0.028268551236749116,0.3986784140969206,0.5118110236220472,0.18562874251497005,0.1636363636363638,0
0.3636363636363637,0.1780821917808219,0.36,0.08145580589254767,0.3992932862190813,0.5088105726872243,0.3622047244094486,0.13772455089820365,0.1636363636363638,0
0.27272727272727276,0.2671232876712329,0.15,0.1317157712305026,0.23674911660777387,0.3986784140969206,0.3385826771653542,0.17964071856287425,0.3090909090909091,0
0.2818181818181819,0.3424657534246575,0.04,0.08665511265164647,0.13780918727915192,0.567547723935391,0.47244094488188937,0.1197604790419162,0.18181818181818188,0
0.509090909090909,0.2054794520547945,0.57,0.06239168110918546,0.014134275618374562,0.516152716593254,0.23622047244094446,0.17964071856287425,0.19999999999999996,0
0.2636363636363637,0.3493150684931507,0.12,0.13344887348353554,0.3674911660777385,0.604258443465497,0.4094488188976375,0.26347305389221565,0.1636363636363638,0
0.29090909090909095,0.32191780821917804,0.18,0.07279029462738301,0.16961130742049468,0.5455212922173303,0.5433070866141732,0.155688622754491,0.27272727272727293,0
0.24545454545454554,0.18493150684931509,0.31,0.06932409012131716,0.1413427561837456,0.4500734214390576,0.5275590551181102,0.125748502994012,0.1636363636363638,0
0.3818181818181819,0.1917808219178082,0.4,0.07798960138648181,0.1625441696113074,0.5822320117474362,0.5511811023622046,0.18562874251497005,0.1272727272727272,0
0.2818181818181819,0.39041095890410954,0.49,0.14038128249566725,0.3745583038869258,0.4941262848751933,0.3700787401574801,0.2275449101796407,0.14545454545454573,0
0.2636363636363637,0.273972602739726,0.16,0.08838821490467938,0.10247349823321555,0.4941262848751933,0.5039370078740153,0.17365269461077845,0.18181818181818188,1
0.2181818181818182,0.4212328767123288,0.05,0.08145580589254767,0.16961130742049468,0.47944199706314805,0.5118110236220472,0.1437125748502994,0.23636363636363655,0
0.2363636363636364,0.41438356164383555,0.05,0.0901213171577123,0.0176678445229682,0.4500734214390576,0.5275590551181102,0.035928143712574856,0.4363636363636365,0
0.2363636363636364,0.41438356164383555,0.05,0.0901213171577123,0.0176678445229682,0.4500734214390576,0.5275590551181102,0.035928143712574856,0.4363636363636365,0
0.2636363636363637,0.273972602739726,0.11,0.07798960138648181,0.11660777385159012,0.4941262848751933,0.5354330708661417,0.1497005988023952,0.19999999999999996,0
0.18181818181818182,0.40068493150684925,0.07,0.07279029462738301,0.03180212014134276,0.4500734214390576,0.5511811023622046,0.1497005988023952,0.3999999999999999,0
0.4272727272727274,0.136986301369863,0.57,0.06932409012131716,0.20848056537102472,0.5014684287812088,0.4251968503937005,0.27544910179640725,0.3999999999999999,0
0.30909090909090914,0.40068493150684925,0.05,0.06932409012131716,0.04593639575971732,0.4500734214390576,0.47244094488188937,0.37125748502994016,0.36363636363636376,0
0.2818181818181819,0.3493150684931507,0.08,0.07279029462738301,0.07420494699646643,0.48678414096916356,0.4566929133858264,0.125748502994012,0.18181818181818188,0
0.2818181818181819,0.3767123287671233,0.23,0.09358752166377815,0.31802120141342755,0.4500734214390576,0.4566929133858264,0.08982035928143708,0.18181818181818188,0
0.2818181818181819,0.39041095890410954,0.22,0.08665511265164647,0.31095406360424027,0.4427312775330421,0.44881889763779537,0.08982035928143708,0.18181818181818188,0
0.3363636363636365,0.3801369863013699,0.26,0.08665511265164647,0.13074204946996465,0.55286343612336,0.44881889763779537,0.1197604790419162,0.1272727272727272,0
0.46363636363636357,0.136986301369863,0.54,0.10398613518197575,0.27208480565371024,0.6116005873715125,0.4251968503937005,0.2934131736526946,0.19999999999999996,0
0.3818181818181819,0.19863013698630133,0.64,0.1022530329289428,0.12720848056537104,0.6262848751835577,0.6299212598425195,0.1976047904191617,0.36363636363636376,0
0.3818181818181819,0.19863013698630133,0.64,0.1022530329289428,0.12720848056537104,0.6262848751835577,0.6299212598425195,0.1976047904191617,0.36363636363636376,0
0.2,0.45547945205479456,0.0,0.12131715771230503,0.08480565371024736,0.47944199706314805,0.6141732283464565,0.1317365269461078,0.3999999999999999,0
0.19090909090909097,0.43150684931506844,0.12,0.0901213171577123,0.26148409893992935,0.42070484581498135,0.5039370078740153,0.1137724550898204,0.290909090909091,0
0.3363636363636365,0.3458904109589041,0.2,0.07972270363951472,0.3992932862190813,0.5234948604992695,0.3307086614173227,0.47305389221556904,0.10909090909090913,0
0.14545454545454556,0.226027397260274,0.2,0.06065857885615253,0.03180212014134276,0.42070484581498135,0.5275590551181102,0.13772455089820365,0.1272727272727272,0
0.29090909090909095,0.21232876712328763,0.7,0.7452339688041596,0.215547703180212,0.5381791483113005,0.30708661417322825,0.5688622754491018,0.1636363636363638,0
0.2545454545454546,0.2602739726027397,0.47,0.0901213171577123,0.23674911660777387,0.5088105726872243,0.48818897637795233,0.1437125748502994,0.10909090909090913,0
0.24545454545454554,0.3767123287671233,0.26,0.6360485268630849,0.1590106007067138,0.5014684287812088,0.3307086614173227,0.4850299401197605,0.1636363636363638,0
0.1545454545454546,0.1232876712328767,0.48,0.06065857885615253,0.19434628975265017,0.42804698972099686,0.5511811023622046,0.2694610778443114,0.3272727272727276,0
0.20909090909090916,0.2945205479452055,0.15,0.07279029462738301,0.12014134275618375,0.4427312775330421,0.5275590551181102,0.155688622754491,0.290909090909091,0
0.3181818181818182,0.45547945205479456,0.52,0.15251299826689774,0.5194346289752649,0.5014684287812088,0.3700787401574801,0.21556886227544905,0.14545454545454573,0
0.29090909090909095,0.30136986301369867,0.19,0.12131715771230503,0.1448763250883392,0.4647577092511028,0.35433070866141714,0.35928143712574856,0.18181818181818188,0
0.3454545454545455,0.3424657534246575,0.09,0.08665511265164647,0.36042402826855124,0.4647577092511028,0.3228346456692912,0.1976047904191617,0.23636363636363655,0
0.3454545454545455,0.3287671232876712,0.1,0.08838821490467938,0.3710247349823322,0.4647577092511028,0.3228346456692912,0.1976047904191617,0.23636363636363655,0
0.5,0.13013698630136986,0.44,0.07972270363951472,0.1413427561837456,0.6409691629956029,0.4566929133858264,0.2035928143712575,0.21818181818181803,0
0.29090909090909095,0.30136986301369867,0.19,0.12131715771230503,0.1448763250883392,0.4647577092511028,0.35433070866141714,0.35928143712574856,0.18181818181818188,0
0.43636363636363645,0.1917808219178082,0.31,0.097053726169844,0.19787985865724383,0.47944199706314805,0.2598425196850389,0.17964071856287425,0.36363636363636376,0
0.3363636363636365,0.2876712328767123,0.28,0.07452339688041595,0.12014134275618375,0.567547723935391,0.5118110236220472,0.16766467065868265,0.27272727272727293,0
0.29090909090909095,0.30136986301369867,0.12,0.08318890814558061,0.07773851590106007,0.5088105726872243,0.49606299212598426,0.10179640718562874,0.1636363636363638,0
0.3818181818181819,0.2945205479452055,0.04,0.14731369150779894,0.17667844522968196,0.4500734214390576,0.3700787401574801,0.1616766467065868,0.4363636363636365,0
0.2181818181818182,0.39041095890410954,0.08,0.10918544194107452,0.2932862190812721,0.42804698972099686,0.47244094488188937,0.125748502994012,0.1272727272727272,0
0.24545454545454554,0.6506849315068494,0.09,0.24956672443674177,0.2932862190812721,0.4500734214390576,0.44094488188976344,0.1437125748502994,0.09090909090909105,0
0.3818181818181819,0.2945205479452055,0.04,0.14731369150779894,0.17667844522968196,0.4500734214390576,0.3700787401574801,0.1616766467065868,0.4363636363636365,0
0.24545454545454554,0.39383561643835613,0.0,0.07105719237435007,0.02473498233215548,0.5822320117474362,0.590551181102362,0.1137724550898204,0.1272727272727272,0
0.30909090909090914,0.40410958904109584,0.0,0.07972270363951472,0.0989399293286219,0.55286343612336,0.5511811023622046,0.1197604790419162,0.18181818181818188,0
0.29090909090909095,0.2602739726027397,0.17,0.08318890814558061,0.3392226148409894,0.4353891336270266,0.5118110236220472,0.08982035928143708,0.18181818181818188,0
0.4000000000000001,0.3424657534246575,0.04,0.194107452339688,0.2968197879858657,0.6116005873715125,0.3307086614173227,0.2215568862275449,0.1636363636363638,0
0.3272727272727272,0.8287671232876712,0.0,0.08145580589254767,0.021201413427561835,0.4647577092511028,0.622047244094488,0.09580838323353294,0.4363636363636365,0
0.3181818181818182,0.8287671232876712,0.0,0.08318890814558061,0.021201413427561835,0.4647577092511028,0.6299212598425195,0.08982035928143708,0.4363636363636365,0
0.30909090909090914,0.32191780821917804,0.16,0.0537261698440208,0.0353356890459364,0.4500734214390576,0.5354330708661417,0.3532934131736528,0.36363636363636376,1
0.1363636363636364,0.1780821917808219,0.15,0.06585788561525129,0.04593639575971732,0.3986784140969206,0.5354330708661417,0.1437125748502994,0.1636363636363638,0
0.30909090909090914,0.42808219178082185,0.56,0.14558058925476602,0.45229681978798586,0.4941262848751933,0.393700787401575,0.1976047904191617,0.1636363636363638,0
0.09090909090909088,0.2602739726027397,0.09,0.025996533795493937,0.3286219081272085,0.2665198237885562,0.7007874015748028,0.17964071856287425,0.8181818181818183,0
0.09090909090909088,0.2602739726027397,0.09,0.025996533795493937,0.3286219081272085,0.2665198237885562,0.7007874015748028,0.17964071856287425,0.8181818181818183,0
0.18181818181818182,0.2602739726027397,0.01,0.04506065857885615,0.0706713780918728,0.3766519823788599,0.5196850393700787,0.1497005988023952,0.23636363636363655,0
0.3000000000000001,0.6301369863013698,0.05,0.08665511265164647,0.0812720848056537,0.42804698972099686,0.3779527559055116,0.1317365269461078,0.25454545454545463,0
0.3454545454545455,0.42808219178082185,0.11,0.097053726169844,0.20141342756183744,0.47209985315713254,0.35433070866141714,0.2934131736526946,0.19999999999999996,0
0.3363636363636365,0.40753424657534243,0.15,0.09532062391681109,0.1625441696113074,0.4941262848751933,0.38582677165354307,0.26347305389221565,0.18181818181818188,0
0.2363636363636364,0.20205479452054792,0.36,0.08145580589254767,0.13780918727915192,0.5234948604992695,0.5826771653543306,0.18562874251497005,0.1272727272727272,0
0.29090909090909095,0.30136986301369867,0.19,0.08145580589254767,0.3498233215547703,0.4500734214390576,0.46456692913385833,0.125748502994012,0.18181818181818188,0
0.29090909090909095,0.30136986301369867,0.19,0.08145580589254767,0.36042402826855124,0.4500734214390576,0.4566929133858264,0.125748502994012,0.18181818181818188,0
0.3454545454545455,0.42808219178082185,0.11,0.097053726169844,0.20141342756183744,0.47209985315713254,0.35433070866141714,0.2934131736526946,0.19999999999999996,0
0.3363636363636365,0.40753424657534243,0.15,0.09532062391681109,0.1625441696113074,0.4941262848751933,0.38582677165354307,0.26347305389221565,0.18181818181818188,0
0.05454545454545462,0.15068493150684933,0.0,0.027729636048526865,0.20141342756183744,0.11233480176211685,0.7401574803149606,0.27544910179640725,1.0,0
0.1545454545454546,0.18493150684931509,0.08,0.05545927209705373,0.04946996466431096,0.3913362701908909,0.47244094488188937,0.1497005988023952,0.1636363636363638,0
0.05454545454545462,0.15068493150684933,0.0,0.027729636048526865,0.20141342756183744,0.11233480176211685,0.7401574803149606,0.27544910179640725,1.0,0
0.3181818181818182,0.3767123287671233,0.55,0.1438474870017331,0.47703180212014135,0.4941262848751933,0.3385826771653542,0.17365269461077845,0.1636363636363638,0
0.10909090909090907,0.3835616438356165,0.02,0.09185441941074524,0.31095406360424027,0.3179148311306932,0.6299212598425195,0.1137724550898204,0.27272727272727293,0
0.27272727272727276,0.25342465753424653,0.26,0.35008665511265163,0.28975265017667845,0.4941262848751933,0.29133858267716484,0.281437125748503,0.14545454545454573,0
0.20909090909090916,0.25342465753424653,0.1,0.06932409012131716,0.08480565371024736,0.42804698972099686,0.5354330708661417,0.1497005988023952,0.3090909090909091,0
0.3272727272727272,0.1917808219178082,0.44,0.09532062391681109,0.13074204946996465,0.5455212922173303,0.622047244094488,0.16766467065868265,0.36363636363636376,0
0.24545454545454554,0.14383561643835616,0.47,0.07452339688041595,0.0176678445229682,0.42070484581498135,0.46456692913385833,0.1197604790419162,0.3272727272727276,0
0.41818181818181815,0.273972602739726,1.0,0.9982668977469671,0.22261484098939927,0.6997063142437696,0.0,1.0,0.1636363636363638,0
0.2636363636363637,0.3287671232876712,0.03,0.10571923743500866,0.3286219081272085,0.36196769456681466,0.4803149606299213,0.125748502994012,0.290909090909091,0
0.2636363636363637,0.3287671232876712,0.03,0.10571923743500866,0.3286219081272085,0.36196769456681466,0.4803149606299213,0.125748502994012,0.290909090909091,0
0.22727272727272724,0.21232876712328763,0.42,0.06239168110918546,0.4346289752650177,0.530837004405285,0.5354330708661417,0.2335329341317365,0.36363636363636376,0
0.22727272727272724,0.21232876712328763,0.42,0.06412478336221836,0.43109540636042404,0.530837004405285,0.5354330708661417,0.2275449101796407,0.36363636363636376,0
0.22727272727272724,0.21232876712328763,0.42,0.06239168110918546,0.4346289752650177,0.530837004405285,0.5354330708661417,0.2335329341317365,0.36363636363636376,0
0.22727272727272724,0.21232876712328763,0.42,0.06412478336221836,0.43109540636042404,0.530837004405285,0.5354330708661417,0.2275449101796407,0.36363636363636376,0
0.22727272727272724,0.3835616438356165,0.0,0.06759098786828421,0.05653710247349823,0.5014684287812088,0.5826771653543306,0.10179640718562874,0.14545454545454573,0
0.2,0.3287671232876712,0.18,0.07798960138648181,0.2826855123674912,0.4941262848751933,0.6692913385826769,0.1437125748502994,0.14545454545454573,0
0.27272727272727276,0.5684931506849314,0.03,0.097053726169844,0.04946996466431096,0.42804698972099686,0.3622047244094486,0.13772455089820365,0.19999999999999996,0
0.27272727272727276,0.3835616438356165,0.02,0.06585788561525129,0.04946996466431096,0.47209985315713254,0.3385826771653542,0.4491017964071857,0.1272727272727272,0
0.29090909090909095,0.2808219178082192,0.04,0.07279029462738301,0.08833922261484099,0.4647577092511028,0.46456692913385833,0.13772455089820365,0.27272727272727293,0
0.2545454545454546,0.3287671232876712,0.26,0.06239168110918546,0.40636042402826855,0.5969162995594672,0.49606299212598426,0.09580838323353294,0.1636363636363638,0
0.24545454545454554,0.32191780821917804,0.26,0.06239168110918546,0.40636042402826855,0.5895741556534517,0.49606299212598426,0.09580838323353294,0.1636363636363638,0
0.29090909090909095,0.3493150684931507,0.48,0.11438474870017332,0.31802120141342755,0.4427312775330421,0.35433070866141714,0.17365269461077845,0.18181818181818188,0
0.2,0.3561643835616438,0.1,0.08838821490467938,0.33568904593639576,0.40602055800295034,0.47244094488188937,0.1137724550898204,0.3090909090909091,0
0.24545454545454554,0.2945205479452055,0.03,0.06585788561525129,0.12720848056537104,0.40602055800295034,0.49606299212598426,0.08982035928143708,0.09090909090909105,0
0.2,0.3493150684931507,0.07,0.09532062391681109,0.13427561837455831,0.3839941262848754,0.5748031496062991,0.1317365269461078,0.3454545454545457,0
0.2636363636363637,0.40068493150684925,0.24,0.5649913344887347,0.20141342756183744,0.4647577092511028,0.20472440944881853,0.754491017964072,0.18181818181818188,0
0.3000000000000001,0.523972602739726,0.03,0.041594454072790304,0.007067137809187281,0.5234948604992695,0.48818897637795233,0.0,0.10909090909090913,0
0.30909090909090914,0.2054794520547945,0.17,0.06759098786828421,0.04240282685512367,0.5234948604992695,0.43307086614173196,0.16766467065868265,0.1272727272727272,0
0.30909090909090914,0.2054794520547945,0.17,0.06759098786828421,0.04240282685512367,0.5234948604992695,0.43307086614173196,0.16766467065868265,0.1272727272727272,0
0.2545454545454546,0.3424657534246575,0.05,0.058925476603119586,0.12720848056537104,0.4427312775330421,0.5354330708661417,0.1437125748502994,0.5454545454545454,0
0.24545454545454554,0.1780821917808219,0.21,0.07972270363951472,0.10247349823321555,0.4427312775330421,0.46456692913385833,0.08383233532934128,0.18181818181818188,0
0.20909090909090916,0.2602739726027397,0.04,0.08838821490467938,0.15194346289752653,0.42070484581498135,0.4803149606299213,0.2694610778443114,0.18181818181818188,0
0.24545454545454554,0.1780821917808219,0.21,0.07972270363951472,0.10247349823321555,0.4427312775330421,0.46456692913385833,0.08383233532934128,0.18181818181818188,0
0.2636363636363637,0.273972602739726,0.42,0.09185441941074524,0.11307420494699648,0.5234948604992695,0.6614173228346458,0.16766467065868265,0.36363636363636376,0
0.2181818181818182,0.4691780821917808,0.0,0.058925476603119586,0.04946996466431096,0.5014684287812088,0.5826771653543306,0.13772455089820365,0.19999999999999996,0
0.3818181818181819,0.33561643835616434,0.14,0.05719237435008666,0.12720848056537104,0.5014684287812088,0.35433070866141714,0.155688622754491,0.18181818181818188,0
0.3818181818181819,0.33561643835616434,0.14,0.05719237435008666,0.12720848056537104,0.5014684287812088,0.35433070866141714,0.155688622754491,0.18181818181818188,0
0.39090909090909104,0.33561643835616434,0.49,0.4090121317157713,0.3674911660777385,0.5234948604992695,0.29921259842519676,0.4131736526946108,0.14545454545454573,0
0.2363636363636364,0.41780821917808214,0.02,0.07279029462738301,0.12720848056537104,0.5234948604992695,0.5511811023622046,0.1137724550898204,0.14545454545454573,0
0.2,0.33561643835616434,0.2,0.07452339688041595,0.20848056537102472,0.516152716593254,0.6299212598425195,0.1497005988023952,0.14545454545454573,0
0.19090909090909097,0.3424657534246575,0.21,0.07798960138648181,0.19787985865724383,0.5088105726872243,0.6141732283464565,0.1497005988023952,0.14545454545454573,0
0.39090909090909104,0.13013698630136986,0.57,0.13344887348353554,0.2791519434628975,0.516152716593254,0.4094488188976375,0.1197604790419162,0.21818181818181803,0
0.2545454545454546,0.18493150684931509,0.48,0.08318890814558061,0.215547703180212,0.5234948604992695,0.47244094488188937,0.1317365269461078,0.1272727272727272,0
0.2818181818181819,0.40068493150684925,0.1,0.08665511265164647,0.0706713780918728,0.55286343612336,0.5118110236220472,0.09580838323353294,0.21818181818181803,0
0.3000000000000001,0.2602739726027397,0.33,0.08665511265164647,0.4840989399293287,0.4941262848751933,0.3622047244094486,0.1317365269461078,0.18181818181818188,0
0.3000000000000001,0.25342465753424653,0.32,0.08318890814558061,0.48763250883392223,0.4941262848751933,0.3622047244094486,0.1317365269461078,0.18181818181818188,0
0.3272727272727272,0.2602739726027397,0.35,0.07452339688041595,0.4275618374558304,0.55286343612336,0.38582677165354307,0.17365269461077845,0.1636363636363638,0
0.16363636363636375,0.17123287671232873,0.25,0.06932409012131716,0.15194346289752653,0.5381791483113005,0.6535433070866139,0.17365269461077845,0.23636363636363655,0
0.2,0.3493150684931507,0.12,0.1126516464471404,0.42402826855123676,0.5014684287812088,0.4251968503937005,0.16766467065868265,0.18181818181818188,0
0.27272727272727276,0.2945205479452055,0.21,0.06412478336221836,0.07773851590106007,0.4647577092511028,0.4251968503937005,0.1317365269461078,0.21818181818181803,0
0.27272727272727276,0.2945205479452055,0.21,0.06412478336221836,0.07773851590106007,0.4647577092511028,0.4251968503937005,0.1317365269461078,0.21818181818181803,0
0.29090909090909095,0.32191780821917804,0.33,0.06932409012131716,0.40282685512367494,0.4941262848751933,0.40157480314960603,0.125748502994012,0.1636363636363638,0
0.24545454545454554,0.3150684931506849,0.3,0.06932409012131716,0.17314487632508835,0.4941262848751933,0.5669291338582676,0.155688622754491,0.3090909090909091,0
0.6272727272727272,0.1232876712328767,0.6,0.05719237435008666,0.07420494699646643,0.5895741556534517,0.29133858267716484,0.38323353293413176,0.290909090909091,0
0.07272727272727281,0.48972602739726023,0.08,0.02079722703639514,0.30742049469964666,0.17107195301028355,0.6535433070866139,0.31137724550898205,0.8181818181818183,1
0.20909090909090916,0.6643835616438356,0.06,0.046793760831889075,0.08833922261484099,0.34728340675478364,0.606299212598425,0.059880239520958084,0.5272727272727273,0
0.45454545454545453,0.136986301369863,0.47,0.038128249566724434,0.0636042402826855,0.5051395007342165,0.3779527559055116,0.2934131736526946,0.3272727272727276,1
0.3818181818181819,0.17123287671232873,0.48,0.10918544194107452,0.4911660777385159,0.5455212922173303,0.23622047244094446,0.41916167664670667,0.14545454545454573,0
0.2,0.2602739726027397,0.11,0.07105719237435007,0.15194346289752653,0.39500734214389865,0.48818897637795233,0.27544910179640725,0.18181818181818188,0
0.2181818181818182,0.2054794520547945,0.35,0.09358752166377815,0.11660777385159012,0.4427312775330421,0.47244094488188937,0.1317365269461078,0.1272727272727272,0
0.2181818181818182,0.21232876712328763,0.36,0.09532062391681109,0.10954063604240281,0.44640234948604984,0.47244094488188937,0.13772455089820365,0.1272727272727272,0
0.7454545454545456,0.1232876712328767,0.74,0.10571923743500866,0.07773851590106007,0.6850220264317244,0.3622047244094486,0.26347305389221565,0.41818181818181843,1
0.7454545454545456,0.1232876712328767,0.74,0.10571923743500866,0.07773851590106007,0.6850220264317244,0.3622047244094486,0.26347305389221565,0.41818181818181843,1
0.29090909090909095,0.30821917808219174,0.31,0.06065857885615253,0.40282685512367494,0.45374449339206535,0.43307086614173196,0.1197604790419162,0.14545454545454573,0
0.29090909090909095,0.2191780821917808,0.28,0.11438474870017332,0.31448763250883394,0.47944199706314805,0.3779527559055116,0.2035928143712575,0.1636363636363638,0
0.5818181818181818,0.1232876712328767,0.58,0.03466204506065858,0.04593639575971732,0.5822320117474362,0.44881889763779537,0.3293413173652695,0.36363636363636376,1
0.46363636363636357,0.2808219178082192,0.6,0.008665511265164641,0.04593639575971732,0.4243759177679891,0.44094488188976344,0.3173652694610779,0.7090909090909094,0
0.30909090909090914,0.41438356164383555,0.24,0.08492201039861352,0.19787985865724383,0.49779735682820103,0.4803149606299213,0.13772455089820365,0.27272727272727293,0
0.6363636363636362,0.2191780821917808,0.64,0.04332755632582322,0.03180212014134276,0.5822320117474362,0.3700787401574801,0.2035928143712575,0.3090909090909091,0
0.3272727272727272,0.30821917808219174,0.26,0.04506065857885615,0.20848056537102472,0.42804698972099686,0.44094488188976344,0.059880239520958084,0.290909090909091,0
0.29090909090909095,0.4212328767123288,0.08,0.10051993067590986,0.12367491166077739,0.5381791483113005,0.393700787401575,0.2275449101796407,0.23636363636363655,0
0.2181818181818182,0.25342465753424653,0.49,0.04506065857885615,0.40636042402826855,0.5381791483113005,0.47244094488188937,0.2574850299401198,0.36363636363636376,0
0.37272727272727274,0.3458904109589041,0.16,0.11611785095320626,0.15194346289752653,0.4500734214390576,0.3149606299212597,0.1437125748502994,0.4545454545454546,0
0.3181818181818182,0.41438356164383555,0.22,0.06585788561525129,0.12367491166077739,0.48678414096916356,0.48818897637795233,0.1317365269461078,0.10909090909090913,0
0.2636363636363637,0.25342465753424653,0.19,0.07279029462738301,0.13427561837455831,0.41336270190896585,0.5118110236220472,0.125748502994012,0.21818181818181803,0
0.29090909090909095,0.2808219178082192,0.33,0.07972270363951472,0.48763250883392223,0.4757709251101403,0.44094488188976344,0.1616766467065868,0.18181818181818188,0
0.29090909090909095,0.15068493150684933,0.37,0.08318890814558061,0.18374558303886923,0.4647577092511028,0.47244094488188937,0.155688622754491,0.1636363636363638,0
0.2545454545454546,0.2808219178082192,0.26,0.11611785095320626,0.2332155477031802,0.41336270190896585,0.3228346456692912,0.1437125748502994,0.1636363636363638,0
0.2,0.33561643835616434,0.04,0.03986135181975736,0.014134275618374562,0.38032305433186764,0.5354330708661417,0.1616766467065868,0.18181818181818188,0
